MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,Bikebought,CustomerKey
M,M,90000,0,0,Bachelors,Professional,1,3,1,16620
M,F,100000,0,5,High School,Management,0,2,0,16621
S,M,100000,0,5,High School,Management,1,2,0,16622
S,M,150000,5,5,Bachelors,Professional,1,4,1,16623
S,M,90000,0,0,Bachelors,Professional,0,3,1,16624
M,M,100000,0,5,High School,Management,0,2,0,16625
S,M,100000,0,5,High School,Management,1,3,0,16626
M,F,80000,0,0,Bachelors,Professional,1,4,0,16627
S,M,80000,0,0,Bachelors,Professional,0,4,0,16628
S,F,110000,0,5,High School,Management,1,4,1,16629
M,M,110000,0,5,High School,Management,1,4,1,16630
S,F,90000,0,0,Bachelors,Professional,1,4,1,16631
S,M,100000,0,5,High School,Management,1,3,0,16632
M,F,100000,0,5,High School,Management,1,4,0,16633
M,F,90000,0,0,Bachelors,Professional,1,4,0,16634
M,M,100000,0,5,Partial High School,Professional,1,4,0,16635
M,M,110000,0,5,High School,Management,1,4,1,16636
M,M,110000,0,5,High School,Management,1,4,1,16637
M,M,110000,0,5,Partial High School,Professional,1,4,1,16638
S,F,110000,0,5,Partial High School,Professional,1,4,1,16639
M,M,130000,0,5,Partial High School,Management,0,4,0,16640
S,F,70000,5,0,Bachelors,Management,1,2,1,16641
S,M,130000,2,3,Bachelors,Management,0,4,0,16642
S,M,170000,1,2,Graduate Degree,Management,0,4,0,16643
M,M,170000,1,3,Graduate Degree,Management,1,2,0,16644
M,F,80000,5,0,Bachelors,Management,1,2,1,16645
M,M,100000,2,3,Graduate Degree,Management,1,3,0,16646
M,F,120000,2,4,Graduate Degree,Management,1,3,0,16647
M,F,130000,2,3,Bachelors,Management,1,4,0,16648
M,F,110000,2,4,Bachelors,Management,1,3,0,16649
M,F,120000,2,4,Graduate Degree,Management,1,3,0,16650
M,F,120000,2,4,Bachelors,Management,1,3,0,16651
M,F,60000,0,0,Partial College,Skilled Manual,1,2,0,16652
M,F,70000,0,0,Partial College,Professional,1,2,1,16653
M,F,70000,0,0,Partial College,Professional,1,2,1,16654
M,F,60000,0,0,Partial College,Professional,1,2,0,16655
M,M,80000,2,0,High School,Skilled Manual,0,2,1,16656
M,M,80000,2,0,High School,Skilled Manual,0,2,1,16657
S,F,80000,2,0,High School,Skilled Manual,1,2,1,16658
S,F,80000,2,0,High School,Skilled Manual,1,2,1,16659
S,M,70000,2,0,High School,Skilled Manual,0,2,1,16660
S,M,70000,2,0,High School,Skilled Manual,1,2,1,16661
S,F,70000,2,0,High School,Professional,0,2,1,16662
S,F,70000,2,0,High School,Professional,0,2,1,16663
M,F,130000,0,1,Graduate Degree,Management,1,1,1,16664
S,F,130000,0,1,Graduate Degree,Management,0,2,0,16665
S,F,80000,0,0,Bachelors,Management,0,1,0,16666
S,F,30000,0,0,High School,Professional,1,2,0,16667
S,M,30000,0,0,High School,Professional,0,2,1,16668
S,M,60000,0,0,Partial College,Professional,1,2,0,16669
S,F,60000,0,0,Partial College,Professional,0,2,1,16670
S,F,60000,0,0,Partial College,Professional,1,2,0,16671
S,F,60000,0,0,Partial College,Professional,1,2,0,16672
S,M,60000,0,0,Partial College,Professional,0,2,1,16673
M,M,130000,0,1,Graduate Degree,Management,1,3,0,16674
S,F,160000,0,0,Graduate Degree,Management,0,3,1,16675
M,F,130000,0,1,Graduate Degree,Management,1,3,0,16676
M,M,130000,0,1,Graduate Degree,Management,1,4,0,16677
M,M,70000,2,0,Partial High School,Skilled Manual,1,2,1,16678
S,F,70000,0,0,Bachelors,Professional,0,1,0,16679
M,M,70000,0,0,Bachelors,Professional,0,1,0,16680
S,M,80000,5,5,Bachelors,Professional,1,4,0,16681
M,F,90000,4,4,Bachelors,Professional,1,0,0,16682
M,F,90000,4,4,Bachelors,Professional,1,0,0,16683
M,M,60000,1,0,Bachelors,Professional,1,1,1,16684
S,F,60000,1,0,Bachelors,Professional,1,1,1,16685
M,F,60000,1,0,Bachelors,Professional,1,1,1,16686
S,M,60000,1,0,Partial College,Skilled Manual,0,1,1,16687
S,F,60000,1,0,Partial College,Skilled Manual,0,1,1,16688
M,M,60000,1,0,Partial College,Skilled Manual,1,1,0,16689
M,F,110000,0,0,Graduate Degree,Management,1,1,0,16690
S,F,110000,0,0,Graduate Degree,Management,0,2,1,16691
M,M,60000,1,0,Partial College,Skilled Manual,1,1,0,16692
M,M,60000,1,0,Partial College,Skilled Manual,1,1,1,16693
M,F,60000,1,0,Partial College,Skilled Manual,1,1,0,16694
M,M,90000,1,0,Bachelors,Professional,1,1,0,16695
S,F,70000,0,0,Bachelors,Professional,0,1,1,16696
S,M,80000,5,5,Bachelors,Professional,1,4,0,16697
S,F,70000,0,0,Bachelors,Professional,0,1,0,16698
M,M,100000,5,0,Bachelors,Professional,1,1,0,16699
S,M,70000,0,0,Bachelors,Professional,0,1,0,16700
S,F,70000,0,0,Bachelors,Professional,0,2,1,16701
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,16702
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,16703
M,F,70000,5,4,Partial College,Skilled Manual,1,2,0,16704
M,F,80000,5,4,Bachelors,Professional,0,2,0,16705
M,F,80000,5,4,Bachelors,Professional,1,2,0,16706
S,M,90000,2,0,Bachelors,Professional,1,1,1,16707
S,F,90000,2,0,Bachelors,Management,0,1,1,16708
M,M,30000,2,0,Partial College,Clerical,0,2,0,16709
M,F,70000,5,4,Partial College,Skilled Manual,1,3,0,16710
M,M,70000,5,4,Partial College,Skilled Manual,1,3,0,16711
S,F,70000,1,0,Partial College,Skilled Manual,0,1,1,16712
M,M,40000,2,0,Bachelors,Management,1,1,1,16713
M,M,30000,0,0,High School,Skilled Manual,1,2,0,16714
M,F,30000,0,0,High School,Skilled Manual,1,2,0,16715
S,M,30000,0,0,High School,Skilled Manual,0,2,0,16716
M,F,40000,0,0,High School,Skilled Manual,1,1,0,16717
S,M,40000,0,0,High School,Skilled Manual,1,1,0,16718
S,M,40000,0,0,High School,Skilled Manual,1,1,0,16719
S,F,30000,0,0,High School,Skilled Manual,1,2,0,16720
M,M,30000,0,0,High School,Skilled Manual,0,2,0,16721
S,M,30000,0,0,High School,Skilled Manual,1,2,0,16722
M,F,30000,0,0,High School,Skilled Manual,1,2,0,16723
S,M,30000,0,0,High School,Skilled Manual,0,2,0,16724
M,M,30000,0,0,High School,Skilled Manual,1,2,0,16725
M,M,30000,0,0,High School,Skilled Manual,1,2,0,16726
S,M,40000,0,0,High School,Skilled Manual,0,2,1,16727
M,M,40000,0,0,High School,Skilled Manual,1,2,1,16728
M,M,30000,2,0,Partial College,Clerical,0,2,0,16729
M,F,30000,2,0,Partial College,Clerical,0,2,0,16730
S,F,30000,0,0,Partial High School,Clerical,0,2,0,16731
S,F,40000,0,0,High School,Skilled Manual,0,2,1,16732
M,M,40000,2,0,Bachelors,Management,1,2,0,16733
S,F,40000,2,0,Bachelors,Management,1,2,0,16734
S,F,40000,0,0,High School,Skilled Manual,0,2,0,16735
S,F,40000,0,0,High School,Skilled Manual,0,2,0,16736
S,F,40000,0,0,High School,Skilled Manual,1,2,0,16737
M,M,30000,2,0,Partial College,Clerical,0,2,0,16738
M,M,40000,2,0,Bachelors,Management,1,2,0,16739
M,M,40000,2,0,Bachelors,Management,0,2,1,16740
M,M,40000,2,0,Bachelors,Management,0,2,1,16741
M,M,40000,2,0,Bachelors,Management,0,2,1,16742
M,F,40000,2,0,Bachelors,Management,1,2,1,16743
M,F,40000,2,0,Bachelors,Management,1,2,1,16744
S,F,60000,2,0,Graduate Degree,Management,0,1,1,16745
S,F,40000,0,0,High School,Skilled Manual,0,2,0,16746
S,M,40000,0,0,High School,Skilled Manual,0,2,1,16747
S,M,40000,0,0,High School,Skilled Manual,1,2,0,16748
S,M,30000,0,0,Partial College,Skilled Manual,1,1,0,16749
M,M,30000,0,0,Partial College,Skilled Manual,1,1,0,16750
M,M,60000,0,0,Partial College,Skilled Manual,1,1,1,16751
S,M,60000,0,0,Partial College,Skilled Manual,1,1,1,16752
S,F,70000,0,0,Partial College,Skilled Manual,1,2,1,16753
S,M,80000,0,0,Bachelors,Management,1,1,1,16754
M,F,80000,0,0,Bachelors,Management,1,1,1,16755
M,M,80000,0,0,Bachelors,Management,0,1,1,16756
M,F,110000,0,1,Graduate Degree,Management,1,0,0,16757
M,M,110000,0,1,Graduate Degree,Management,1,0,1,16758
M,F,110000,0,1,Graduate Degree,Management,0,1,0,16759
S,F,60000,4,0,Graduate Degree,Skilled Manual,0,0,0,16760
S,M,40000,4,4,Partial College,Clerical,1,1,1,16761
M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,16762
M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,16763
M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,16764
M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,0,16765
S,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,0,16766
M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,0,16767
M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,0,16768
M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,16769
M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,1,16770
M,M,50000,1,1,Graduate Degree,Skilled Manual,1,0,0,16771
M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0,0,16772
M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,16773
S,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,16774
M,F,60000,1,0,Graduate Degree,Professional,1,0,0,16775
M,M,50000,1,1,Bachelors,Skilled Manual,1,0,1,16776
M,M,70000,4,0,Bachelors,Management,1,2,0,16777
S,M,60000,4,0,Graduate Degree,Management,1,2,1,16778
M,F,70000,5,0,Bachelors,Management,1,2,1,16779
M,M,70000,5,0,Bachelors,Management,1,2,0,16780
M,M,70000,5,0,Bachelors,Management,1,2,0,16781
M,M,60000,5,0,Bachelors,Management,1,3,1,16782
M,F,60000,5,0,Bachelors,Management,1,3,1,16783
M,F,60000,5,0,Bachelors,Management,1,3,1,16784
M,M,70000,3,1,Bachelors,Management,1,1,1,16785
M,M,70000,4,1,Bachelors,Management,1,1,1,16786
S,F,70000,4,1,Bachelors,Management,1,1,0,16787
M,M,60000,5,0,Bachelors,Management,1,3,0,16788
M,F,60000,5,0,Bachelors,Management,1,3,1,16789
M,M,60000,5,0,Bachelors,Management,1,3,1,16790
S,M,60000,5,0,Bachelors,Management,1,3,1,16791
M,F,60000,5,0,Bachelors,Management,1,3,1,16792
S,F,60000,2,1,Bachelors,Management,1,0,1,16793
M,F,60000,2,1,Bachelors,Management,1,0,1,16794
M,F,70000,4,1,Bachelors,Management,1,1,0,16795
S,F,60000,2,1,Partial College,Professional,1,1,0,16796
M,M,60000,2,1,Partial College,Professional,0,1,1,16797
M,F,60000,2,1,Bachelors,Management,1,0,1,16798
M,F,60000,2,1,Bachelors,Management,1,0,1,16799
M,F,40000,2,1,High School,Professional,1,2,0,16800
S,F,60000,2,1,Partial College,Professional,1,2,0,16801
S,M,60000,2,1,Partial College,Professional,1,2,0,16802
M,M,60000,2,1,Partial College,Professional,0,2,1,16803
M,M,60000,2,1,High School,Professional,1,2,1,16804
S,M,60000,2,1,High School,Professional,1,2,1,16805
M,M,60000,2,1,Partial College,Professional,1,1,0,16806
M,F,60000,2,1,Partial College,Professional,1,1,1,16807
M,F,70000,4,2,Partial College,Professional,0,1,0,16808
S,F,70000,4,2,Partial College,Professional,1,1,0,16809
M,M,70000,2,1,High School,Professional,0,2,1,16810
M,M,60000,2,1,Partial College,Professional,1,1,1,16811
M,F,60000,2,1,Partial College,Professional,1,2,1,16812
M,M,60000,2,1,Partial College,Professional,1,2,0,16813
S,F,70000,4,2,Partial College,Professional,1,1,0,16814
M,M,70000,4,2,Partial College,Professional,1,1,0,16815
M,F,70000,4,2,Partial College,Professional,1,1,0,16816
M,M,70000,4,2,Partial College,Professional,1,1,0,16817
M,F,70000,4,2,Partial College,Professional,1,2,1,16818
M,M,70000,4,2,Partial College,Professional,1,2,1,16819
M,F,70000,5,2,Partial College,Professional,1,2,1,16820
M,F,130000,2,3,Bachelors,Management,0,4,1,16821
M,M,150000,1,3,Partial College,Professional,0,3,1,16822
M,F,160000,1,3,Partial College,Professional,0,4,1,16823
M,M,120000,2,4,High School,Professional,1,4,1,16824
M,F,120000,2,4,High School,Professional,1,4,0,16825
M,M,130000,3,4,Partial College,Professional,1,3,1,16826
M,M,170000,3,3,Bachelors,Management,1,3,1,16827
M,M,160000,2,4,High School,Professional,1,2,1,16828
M,M,160000,2,4,High School,Professional,1,2,1,16829
M,F,130000,3,4,Partial College,Professional,1,3,1,16830
M,M,130000,3,4,Partial College,Professional,1,3,1,16831
S,M,70000,3,0,Graduate Degree,Management,1,2,1,16832
M,M,90000,3,0,Graduate Degree,Management,1,1,1,16833
S,F,50000,2,0,Graduate Degree,Management,1,2,1,16834
M,M,70000,4,0,Graduate Degree,Management,1,2,1,16835
M,M,90000,4,4,Partial College,Professional,1,3,1,16836
M,F,90000,4,4,Partial College,Professional,1,3,0,16837
S,M,110000,2,2,Bachelors,Management,0,3,0,16838
M,F,170000,0,0,Graduate Degree,Management,1,2,1,16839
M,M,80000,4,3,Bachelors,Management,1,0,0,16840
M,M,80000,4,3,Partial College,Professional,1,1,0,16841
M,F,110000,3,2,Bachelors,Management,1,4,0,16842
S,M,130000,2,2,Graduate Degree,Management,0,2,0,16843
M,F,160000,1,1,Bachelors,Management,1,2,1,16844
S,F,170000,0,0,Graduate Degree,Management,0,3,1,16845
S,M,80000,4,3,Partial College,Professional,1,2,0,16846
M,M,80000,4,3,Partial College,Professional,1,2,0,16847
S,F,80000,4,3,Partial College,Professional,0,2,0,16848
M,M,80000,4,3,Partial College,Professional,1,2,0,16849
S,F,90000,0,0,Partial College,Professional,0,2,1,16850
S,M,100000,0,2,Partial College,Professional,1,2,1,16851
S,F,110000,4,2,Bachelors,Management,1,4,1,16852
S,F,110000,4,3,Bachelors,Management,1,0,0,16853
M,M,170000,0,0,Graduate Degree,Management,1,3,1,16854
M,F,80000,5,4,Partial College,Professional,1,2,0,16855
M,F,90000,5,4,Partial College,Professional,1,4,0,16856
M,M,90000,5,4,Partial College,Professional,1,4,0,16857
M,F,100000,1,2,Partial College,Professional,1,3,0,16858
S,M,100000,1,2,Partial College,Professional,1,3,1,16859
M,F,110000,1,3,Bachelors,Management,1,2,0,16860
S,M,130000,1,2,Bachelors,Management,0,4,0,16861
M,M,130000,1,2,Bachelors,Management,1,4,0,16862
M,F,80000,5,4,Partial College,Professional,1,3,0,16863
S,F,100000,3,2,Partial College,Professional,1,4,1,16864
M,F,120000,1,3,High School,Professional,1,4,1,16865
M,F,130000,1,3,Bachelors,Management,1,2,1,16866
S,F,130000,1,3,Bachelors,Management,0,3,1,16867
M,M,160000,1,3,Bachelors,Management,0,2,1,16868
M,F,170000,0,0,Graduate Degree,Management,1,4,1,16869
M,F,60000,2,0,High School,Professional,0,2,0,16870
M,F,90000,2,1,High School,Professional,1,1,1,16871
M,M,80000,2,0,Partial High School,Skilled Manual,1,2,1,16872
M,M,30000,4,0,High School,Professional,0,2,1,16873
S,F,90000,4,0,Bachelors,Management,1,2,0,16874
M,F,90000,4,0,Bachelors,Management,1,2,0,16875
M,M,40000,3,0,Partial College,Professional,0,2,0,16876
S,F,50000,2,0,Graduate Degree,Management,1,2,0,16877
S,M,50000,2,0,Graduate Degree,Management,1,2,1,16878
S,F,50000,2,0,Graduate Degree,Management,1,2,1,16879
M,M,70000,4,0,Graduate Degree,Management,1,2,1,16880
M,M,70000,4,0,Graduate Degree,Management,1,2,1,16881
S,M,100000,3,2,Partial College,Professional,1,4,1,16882
S,M,120000,4,4,High School,Professional,1,1,0,16883
M,M,60000,2,0,High School,Professional,0,2,0,16884
M,M,60000,2,0,Partial High School,Skilled Manual,0,2,0,16885
M,M,60000,2,0,Partial High School,Skilled Manual,1,2,1,16886
M,M,60000,2,0,Partial High School,Skilled Manual,1,2,1,16887
S,F,60000,3,0,Partial High School,Skilled Manual,1,2,1,16888
S,M,60000,3,0,Partial High School,Skilled Manual,1,2,1,16889
M,M,60000,3,0,Partial High School,Skilled Manual,1,2,1,16890
M,F,70000,3,1,High School,Professional,1,0,0,16891
M,F,70000,3,1,High School,Professional,1,0,1,16892
S,M,70000,3,0,Graduate Degree,Management,1,2,1,16893
S,F,60000,3,0,Graduate Degree,Management,1,2,1,16894
M,F,40000,3,0,Partial College,Professional,0,2,1,16895
M,F,40000,3,0,Partial College,Professional,0,2,1,16896
S,F,40000,3,0,Partial College,Professional,1,2,1,16897
M,M,40000,3,0,Partial College,Professional,0,2,1,16898
M,F,110000,2,3,Graduate Degree,Management,0,4,0,16899
M,M,120000,2,4,Graduate Degree,Management,1,3,0,16900
M,M,130000,2,3,Bachelors,Management,1,4,0,16901
S,M,90000,5,0,Bachelors,Management,1,2,0,16902
S,M,110000,2,4,Graduate Degree,Management,1,0,0,16903
M,F,110000,2,4,Graduate Degree,Management,1,0,0,16904
M,F,130000,2,3,Bachelors,Management,1,4,0,16905
M,F,170000,1,1,Graduate Degree,Management,1,4,1,16906
S,F,80000,4,0,Graduate Degree,Management,1,2,1,16907
S,F,80000,4,0,Graduate Degree,Management,1,2,1,16908
M,F,90000,5,0,Bachelors,Management,1,2,1,16909
M,M,120000,2,4,Graduate Degree,Management,1,3,0,16910
M,M,90000,5,0,Bachelors,Management,1,2,0,16911
M,M,90000,5,0,Bachelors,Management,0,2,1,16912
S,M,100000,2,3,Graduate Degree,Management,1,3,0,16913
M,F,100000,3,0,Bachelors,Management,1,3,1,16914
M,M,100000,3,0,Bachelors,Management,1,3,1,16915
S,F,110000,1,1,Graduate Degree,Management,0,2,1,16916
M,M,120000,1,1,Bachelors,Management,1,4,0,16917
S,F,40000,0,0,High School,Skilled Manual,1,2,0,16918
M,F,20000,4,0,High School,Skilled Manual,0,2,0,16919
M,M,60000,0,0,Partial College,Skilled Manual,0,2,1,16920
M,M,40000,0,0,High School,Skilled Manual,1,2,1,16921
S,F,40000,0,0,Partial College,Skilled Manual,1,1,0,16922
S,M,40000,0,0,Partial College,Skilled Manual,1,1,0,16923
S,F,60000,0,0,Partial College,Skilled Manual,0,2,1,16924
S,M,60000,0,0,Partial College,Skilled Manual,0,2,1,16925
M,M,10000,2,1,Partial High School,Clerical,1,2,0,16926
M,F,20000,4,0,High School,Skilled Manual,1,2,0,16927
S,M,30000,2,0,Partial College,Clerical,1,2,1,16928
M,F,30000,2,0,Partial College,Clerical,0,2,1,16929
S,F,20000,4,0,High School,Skilled Manual,1,2,0,16930
S,M,30000,3,0,Partial College,Clerical,1,2,1,16931
M,M,20000,1,0,Graduate Degree,Manual,1,0,0,16932
S,M,20000,1,0,Graduate Degree,Manual,1,0,0,16933
S,F,20000,1,0,Graduate Degree,Manual,1,0,0,16934
S,M,20000,1,0,Graduate Degree,Clerical,1,0,0,16935
M,F,10000,1,0,Graduate Degree,Clerical,1,0,0,16936
M,M,30000,5,0,Graduate Degree,Clerical,1,0,1,16937
S,F,20000,1,0,Bachelors,Manual,1,0,1,16938
M,F,10000,1,0,Partial College,Manual,1,0,0,16939
S,F,20000,1,0,Bachelors,Clerical,1,0,1,16940
M,F,10000,2,0,Partial College,Manual,1,0,0,16941
M,F,10000,2,0,Partial College,Manual,1,1,1,16942
M,F,20000,1,0,Bachelors,Clerical,1,0,0,16943
S,M,20000,1,0,Bachelors,Clerical,1,0,1,16944
S,F,30000,1,0,Graduate Degree,Clerical,1,0,1,16945
M,F,30000,1,0,Graduate Degree,Clerical,1,0,1,16946
M,F,50000,1,1,Bachelors,Skilled Manual,1,0,1,16947
M,F,50000,1,1,Bachelors,Skilled Manual,1,1,0,16948
M,M,50000,1,1,Bachelors,Skilled Manual,1,1,1,16949
M,M,50000,1,1,Bachelors,Skilled Manual,1,1,0,16950
M,F,50000,1,1,Bachelors,Skilled Manual,1,1,1,16951
M,M,50000,1,1,Bachelors,Skilled Manual,1,1,1,16952
M,F,60000,1,0,Graduate Degree,Professional,1,0,0,16953
S,M,60000,1,0,Graduate Degree,Professional,1,0,0,16954
M,M,50000,2,2,Bachelors,Skilled Manual,1,0,1,16955
M,M,50000,2,2,Bachelors,Skilled Manual,1,0,1,16956
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,16957
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,16958
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,16959
M,F,60000,1,0,Graduate Degree,Professional,1,0,0,16960
M,F,70000,2,0,Graduate Degree,Professional,1,0,1,16961
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,16962
M,F,60000,1,0,Graduate Degree,Professional,1,0,0,16963
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,16964
S,F,70000,2,2,Bachelors,Skilled Manual,0,1,0,16965
M,F,40000,5,5,High School,Skilled Manual,0,3,0,16966
S,M,70000,3,0,Graduate Degree,Professional,1,0,1,16967
S,M,80000,2,0,Graduate Degree,Professional,1,0,1,16968
M,M,80000,2,0,Graduate Degree,Professional,1,0,1,16969
S,F,50000,2,2,Bachelors,Skilled Manual,1,1,1,16970
S,F,50000,2,2,Bachelors,Skilled Manual,0,1,0,16971
S,M,50000,2,2,Bachelors,Skilled Manual,1,1,1,16972
S,F,50000,2,2,Bachelors,Skilled Manual,1,1,1,16973
S,F,50000,2,2,Bachelors,Skilled Manual,1,1,1,16974
M,M,60000,3,3,Bachelors,Skilled Manual,1,0,0,16975
S,F,60000,3,3,Bachelors,Skilled Manual,0,0,1,16976
S,M,60000,0,0,Graduate Degree,Professional,1,0,1,16977
M,M,60000,0,0,Graduate Degree,Professional,1,0,0,16978
S,F,70000,4,0,Graduate Degree,Professional,1,0,1,16979
M,F,70000,4,0,Graduate Degree,Professional,1,0,0,16980
M,M,70000,5,0,Graduate Degree,Professional,1,0,1,16981
M,F,70000,5,5,Graduate Degree,Professional,1,2,0,16982
M,M,80000,3,0,Graduate Degree,Professional,1,0,1,16983
S,M,40000,0,0,Bachelors,Professional,1,1,1,16984
S,M,80000,3,3,Bachelors,Skilled Manual,1,1,0,16985
S,F,80000,3,3,Bachelors,Skilled Manual,1,1,0,16986
S,M,80000,3,3,Bachelors,Skilled Manual,1,2,1,16987
S,M,80000,3,3,Bachelors,Skilled Manual,0,2,0,16988
S,F,80000,3,3,Bachelors,Skilled Manual,1,2,1,16989
M,M,60000,0,0,Graduate Degree,Professional,1,0,0,16990
S,F,60000,4,4,Bachelors,Skilled Manual,1,2,0,16991
S,M,60000,4,4,Bachelors,Skilled Manual,1,2,0,16992
M,M,60000,4,4,Bachelors,Skilled Manual,1,3,0,16993
S,F,60000,5,5,Bachelors,Skilled Manual,1,1,0,16994
S,F,60000,5,5,Bachelors,Skilled Manual,1,3,1,16995
S,F,60000,5,5,Bachelors,Skilled Manual,1,3,1,16996
S,F,60000,4,2,Bachelors,Skilled Manual,0,2,1,16997
S,F,60000,4,2,Bachelors,Skilled Manual,0,2,1,16998
S,F,60000,4,2,Bachelors,Skilled Manual,0,2,1,16999
S,F,70000,4,2,Bachelors,Skilled Manual,1,2,1,17000
S,F,70000,4,2,Bachelors,Skilled Manual,0,2,1,17001
S,M,70000,4,2,Bachelors,Professional,1,2,1,17002
S,F,70000,4,2,Bachelors,Professional,0,2,1,17003
S,F,70000,4,2,Bachelors,Professional,1,2,1,17004
S,F,70000,4,2,Bachelors,Professional,1,2,1,17005
M,M,70000,4,2,Bachelors,Professional,1,2,1,17006
S,M,70000,0,0,Bachelors,Professional,0,1,1,17007
S,M,70000,0,0,Bachelors,Professional,0,1,1,17008
S,M,70000,0,0,Bachelors,Professional,1,1,1,17009
S,F,70000,0,0,Bachelors,Professional,1,1,1,17010
M,F,60000,2,2,Graduate Degree,Professional,1,0,1,17011
M,F,60000,3,2,Graduate Degree,Professional,1,0,1,17012
S,F,70000,1,0,Bachelors,Professional,0,1,1,17013
S,M,70000,1,0,Bachelors,Professional,1,1,0,17014
S,F,70000,1,0,Bachelors,Professional,1,1,0,17015
S,F,70000,1,0,Bachelors,Professional,0,1,0,17016
M,M,70000,1,0,Partial College,Skilled Manual,1,1,1,17017
M,F,40000,4,3,High School,Skilled Manual,1,3,0,17018
M,F,40000,4,3,High School,Skilled Manual,1,4,0,17019
M,F,40000,4,2,High School,Skilled Manual,1,2,1,17020
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,17021
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,17022
M,M,60000,1,0,Partial College,Skilled Manual,1,1,1,17023
